customer,email,purchase_amt,revenue,number_of_orders,number_of_orders2,recency_days
19434,0,0,213.85,9,81,82
19435,0,0,15,1,1,124
19436,0,0,223.5,13,169,121
19437,0,0,39.5,2,4,126
19438,0,0,89,5,25,128
19439,0,0,199.95,6,36,368
19440,1,0,167,4,16,87
19441,0,0,758.7,9,81,4
19442,0,0,12.5,1,1,118
19443,0,0,24.5,1,1,104
19444,0,0,341.95,10,100,18
19445,0,0,35,1,1,79
19446,1,0,101,4,16,114
19447,1,0,364,5,25,28
19448,0,0,0,2,4,29
19449,0,0,79.4,4,16,20
19450,1,0,47.5,1,1,112
19451,1,0,477,13,169,16
19452,1,0,211,6,36,387
19453,0,0,199.95,1,1,111
19454,1,0,81,3,9,65
19455,1,0,59,1,1,111
19456,1,212.5,131,4,16,10
19457,1,0,60,4,16,62
19458,0,0,39.5,2,4,110
19459,0,0,20,1,1,110
19460,1,0,204,2,4,110
19461,0,0,466,4,16,110
19462,1,90,2016.75,69,4761,73
19463,0,0,29,1,1,116
19464,1,0,112,3,9,130
19465,1,0,469.95,6,36,61
19466,0,0,26.9,3,9,123
19467,0,0,69,1,1,111
19468,1,0,715.95,18,324,327
19469,0,0,88,4,16,117
19470,0,138,71.9,3,9,146
19471,1,0,10,2,4,104
19472,0,0,164,4,16,15
19473,0,0,394,5,25,29
19474,0,0,459.6,20,400,118
19475,1,0,169,6,36,158
19476,1,0,899.75,31,961,8
19477,0,0,640.4,14,196,67
19478,0,0,34,1,1,113
19479,1,0,390,7,49,26
19480,0,127,126.5,4,16,111
19481,0,29.5,67,2,4,86
19482,0,0,59,1,1,390
19483,1,0,207,3,9,116
19484,1,0,189.95,4,16,116
19485,0,0,44,1,1,725
19486,1,0,411,6,36,114
19487,0,48.95,127.5,4,16,117
19488,0,0,72,2,4,388
19489,0,0,39.5,2,4,127
19490,0,0,20,2,4,114
19491,1,0,27.5,3,9,155
19492,1,0,19.95,1,1,190
19493,0,0,167.95,5,25,116
19494,0,0,125,5,25,577
19495,1,29,10,1,1,406
19496,0,0,71.5,3,9,113
19497,1,0,168.95,6,36,147
19498,1,0,39.5,2,4,140
19499,1,0,166,7,49,109
19500,1,0,96,3,9,25
19501,1,0,279.85,9,81,39
19502,1,1005.45,399.9,12,144,33
19503,1,18.5,236.5,6,36,37
19504,1,0,459,12,144,20
19505,0,0,256.5,5,25,61
19506,0,0,88,1,1,108
19507,1,0,234.5,8,64,28
19508,1,0,19.5,1,1,107
19509,1,0,59,1,1,62
19510,0,0,88.9,4,16,105
19511,1,0,30,1,1,105
19512,1,0,79,1,1,105
19513,0,0,19.5,1,1,105
19514,0,0,79,2,4,100
19515,0,29.5,54,3,9,105
19516,1,69,61,2,4,105
19517,0,0,44,1,1,104
19518,0,128.9,97.5,3,9,29
19519,0,0,250,6,36,50
19520,1,19.5,245.5,6,36,83
19521,0,0,67.5,4,16,104
19522,1,44,88,2,4,104
19523,0,0,19.95,1,1,104
19524,0,0,39,2,4,104
19525,0,0,163,3,9,104
19526,1,0,83,2,4,104
19527,1,0,118,2,4,104
19528,1,0,129,4,16,103
19529,0,36.9,117,4,16,13
19530,1,29.5,95,5,25,33
19531,0,87.48,237.5,8,64,66
19532,0,0,88,3,9,103
19533,0,0,49,1,1,103
19534,0,0,49,1,1,103
19535,1,88,49,1,1,107
19536,0,0,59,2,4,28
19537,0,0,0,1,1,28
19538,1,32,966.95,18,324,30
19539,0,0,59,1,1,515
19540,0,0,138,3,9,110
19541,0,0,33,1,1,13
19542,1,0,252.5,3,9,18
19543,1,0,94,2,4,394
19544,0,0,0,1,1,201
19545,0,0,231,5,25,23
19546,0,0,52,1,1,110
19547,0,147,208,2,4,56
19548,0,0,99,1,1,212
19549,1,62.95,179.25,4,16,105
19550,0,127,243,8,64,222
19551,0,0,68,2,4,107
19552,0,39,518,11,121,13
19553,1,0,223,4,16,52
19554,1,0,278.5,8,64,109
19555,0,0,257,3,9,230
19556,1,0,317,3,9,110
19557,0,0,384.25,19,361,106
19558,0,175,2023.45,42,1764,30
19559,0,0,49,2,4,31
19560,0,0,0,1,1,632
19561,0,0,139,1,1,48
19562,1,0,301,6,36,50
19563,1,0,446.9,5,25,716
19564,0,0,163,4,16,110
19565,0,0,129,1,1,22
19566,1,0,122,4,16,378
19567,0,0,59.95,1,1,529
19568,0,107.45,674,13,169,67
19569,1,0,86,2,4,310
19570,0,0,248.65,13,169,1
19571,1,69,364.5,6,36,24
19572,1,0,78,1,1,532
19573,0,0,99,6,36,139
19574,0,0,937.75,23,529,26
19575,0,0,49,1,1,119
19576,0,0,225,5,25,7
19577,1,0,575,7,49,128
19578,0,0,261.5,7,49,9
19579,0,0,89,1,1,458
19580,0,0,100,2,4,19
19581,1,0,94.9,2,4,489
19582,0,0,280,7,49,424
19583,0,0,24,1,1,609
19584,1,0,312,4,16,697
19585,0,0,44,1,1,391
19586,1,0,175.5,3,9,652
19587,1,0,221.5,8,64,25
19588,1,0,574,19,361,45
19589,0,0,89.5,3,9,20
19590,1,0,44,1,1,107
19591,0,0,174.5,3,9,674
19592,1,0,948,2,4,107
19593,0,17,32,2,4,396
19594,1,0,124,2,4,391
19595,0,287.85,210.5,7,49,27
19596,0,0,222.5,12,144,107
19597,0,0,281.5,7,49,20
19598,1,0,106,2,4,39
19599,0,0,143.5,5,25,29
19600,0,0,537.2,14,196,104
19601,0,0,8.25,1,1,663
19602,0,0,29,1,1,275
19603,0,39.5,346.9,12,144,43
19604,0,0,75,1,1,385
19605,0,0,42,2,4,374
19606,0,0,97.5,2,4,397
19607,0,0,85,2,4,105
19608,0,0,39,1,1,388
19609,1,0,250,6,36,357
19610,0,0,334.5,23,529,144
19611,0,0,157.95,3,9,376
19612,1,0,400.9,20,400,14
19613,1,0,81,2,4,49
19614,0,0,0,1,1,109
19615,1,0,216.95,7,49,104
19616,0,101.6,332,7,49,656
19617,0,0,44,1,1,401
19618,0,0,45.5,2,4,357
19619,1,0,174.65,8,64,28
19620,0,59,107,5,25,28
19621,0,0,132,3,9,66
19622,0,0,24,1,1,328
19623,1,325.95,550.9,9,81,19
19624,1,0,630.45,7,49,104
19625,1,7.9,104.85,3,9,529
19626,0,0,69.5,3,9,23
19627,1,0,1115.7,26,676,23
19628,0,0,29,1,1,478
19629,1,36,126,3,9,342
19630,0,0,521.5,9,81,56
19631,0,0,158,6,36,434
19632,0,0,121.5,4,16,318
19633,0,0,90.85,3,9,110
19634,1,0,44,1,1,105
19635,0,0,295,1,1,439
19636,0,0,16.95,1,1,135
19637,0,0,75.95,5,25,172
19638,0,0,99,1,1,105
19639,0,0,36.85,5,25,148
19640,1,0,214.95,6,36,426
19641,0,0,29,1,1,108
19642,0,0,29.5,1,1,109
19643,1,44,543.5,16,256,32
19644,0,58.5,35,1,1,492
19645,1,0,141,4,16,108
19646,1,0,78,2,4,431
19647,0,0,189,1,1,442
19648,0,0,39.5,1,1,26
19649,1,0,264,8,64,110
19650,1,208,49,1,1,348
19651,0,0,280.5,7,49,392
19652,0,0,28,2,4,102
19653,0,0,49,2,4,162
19654,1,59,719.5,19,361,24
19655,0,0,74,1,1,23
19656,0,0,109,1,1,102
19657,1,0,69,1,1,98
19658,0,0,168.9,5,25,13
19659,0,0,111,3,9,10
19660,1,0,39,1,1,101
19661,0,0,151,3,9,14
19662,0,0,159,2,4,26
19663,1,0,189,1,1,98
19664,1,0,42.5,1,1,100
19665,0,98,88.95,2,4,100
19666,1,0,146.95,3,9,100
19667,0,0,257,4,16,95
19668,0,0,59.95,1,1,100
19669,0,0,69,1,1,100
19670,1,0,99,1,1,100
19671,0,0,56,1,1,100
19672,0,0,42.95,2,4,99
19673,0,0,412.5,12,144,20
19674,0,0,118.45,7,49,16
19675,1,0,179,1,1,99
19676,0,0,39,1,1,99
19677,1,0,0,2,4,58
19678,1,0,69,1,1,99
19679,1,0,19,1,1,99
19680,1,0,171,4,16,24
19681,0,0,49,1,1,98
19682,0,0,249,7,49,90
19683,1,72.5,69,6,36,19
19684,1,0,93,2,4,98
19685,1,44,45,2,4,98
19686,1,0,71,3,9,98
19687,1,0,34.5,1,1,98
19688,0,0,49,1,1,97
19689,1,167,113,4,16,47
19690,0,39.9,29.9,2,4,97
19691,1,0,136,4,16,97
19692,0,0,17,1,1,97
19693,1,0,68,2,4,57
19694,0,0,189,1,1,96
19695,0,0,24,1,1,96
19696,0,0,93.95,2,4,102
19697,0,32,22.5,1,1,134
19698,0,0,139.9,4,16,4
19699,0,0,78,3,9,26
19700,1,0,148,5,25,70
19701,0,0,40,2,4,103
19702,0,0,193,5,25,102
19703,0,0,185,6,36,103
19704,1,0,49.5,1,1,34
19705,1,0,38.95,2,4,30
19706,1,0,143.95,3,9,98
19707,1,0,245,5,25,126
19708,1,0,178,5,25,98
19709,0,231.75,524.5,17,289,100
19710,0,0,44,2,4,9
19711,1,0,565.95,12,144,26
19712,0,160,163.5,7,49,52
19713,1,0,10,1,1,337
19714,1,68,2180.65,44,1936,18
19715,1,29,205,5,25,33
19716,1,0,39.5,2,4,125
19717,0,0,460.85,12,144,207
19718,0,0,64,2,4,166
19719,0,0,63.95,2,4,50
19720,1,0,157.95,3,9,380
19721,0,0,54,3,9,13
19722,1,0,135,3,9,110
19723,1,63.95,224.55,6,36,104
19724,0,0,287,6,36,100
19725,1,0,394,14,196,77
19726,1,30.9,515,17,289,22
19727,0,0,15,1,1,38
19728,0,0,129,1,1,571
19729,1,0,257,3,9,336
19730,1,395.33,1726,50,2500,10
19731,0,0,46,2,4,103
19732,0,110,159,1,1,370
19733,0,0,39,1,1,33
19734,0,0,387,13,169,102
19735,0,72,141,4,16,99
19736,0,0,142,4,16,60
19737,0,0,44,1,1,103
19738,0,0,102,3,9,102
19739,0,0,44,1,1,103
19740,1,0,59,1,1,333
19741,0,0,123,7,49,103
19742,1,0,321.95,6,36,93
19743,1,0,24.5,1,1,102
19744,0,0,199.5,13,169,156
19745,0,0,237.5,3,9,12
19746,1,69,59,1,1,102
19747,0,0,45,1,1,380
19748,1,22.5,683.15,26,676,2
19749,1,0,32,1,1,98
19750,1,0,77,2,4,99
19751,0,29.5,179.3,9,81,609
19752,0,0,60,4,16,101
19753,1,0,91,2,4,41
19754,1,0,251,4,16,38
19755,0,0,338,3,9,85
19756,0,0,125,1,1,92
19757,1,0,39.95,1,1,87
19758,0,0,164.5,6,36,91
19759,1,59.95,287.35,6,36,81
19760,0,0,211.95,5,25,120
19761,0,0,59,1,1,91
19762,1,0,88,2,4,91
19763,0,143.95,75,2,4,85
19764,0,0,29.5,1,1,90
19765,1,0,44,1,1,90
19766,1,0,59,1,1,90
19767,1,0,39.5,1,1,90
19768,0,0,350,6,36,90
19769,1,0,112,3,9,89
19770,0,0,138,8,64,82
19771,0,0,36,2,4,89
19772,1,0,445.95,6,36,90
19773,0,0,134,5,25,94
19774,0,0,301,7,49,94
19775,1,0,29,1,1,210
19776,0,0,99,1,1,19
19777,0,0,39,1,1,96
19778,0,0,235.8,8,64,418
19779,1,93.95,552.45,14,196,18
19780,1,0,112,3,9,88
19781,0,0,376,8,64,124
19782,1,0,67,2,4,50
19783,0,0,384.9,5,25,97
19784,0,0,312,13,169,90
19785,0,0,282,4,16,19
19786,1,0,229.85,4,16,185
19787,0,0,555.4,18,324,94
19788,1,0,200,4,16,92
19789,0,0,60,1,1,93
19790,0,0,72,2,4,92
19791,1,0,296.5,5,25,23
19792,0,0,72,2,4,96
19793,0,0,110.5,2,4,55
19794,1,69,339,3,9,93
19795,0,0,49,1,1,94
19796,0,0,382,12,144,232
19797,1,0,49,1,1,93
19798,1,15,275.95,6,36,92
19799,0,0,137,5,25,32
19800,1,63.5,878.35,26,676,91
19801,0,24.5,117.5,2,4,2
19802,1,0,152.5,6,36,90
19803,1,0,255.5,9,81,126
19804,0,0,189,5,25,97
19805,1,0,203,2,4,95
19806,0,313.5,724.45,23,529,5
19807,0,0,162,3,9,623
19808,0,0,58.5,2,4,94
19809,1,0,318,9,81,15
19810,0,0,97,3,9,195
19811,1,0,311,10,100,16
19812,1,0,220.95,3,9,12
19813,0,0,68.5,2,4,91
19814,0,0,204,4,16,3
19815,0,0,666.4,30,900,67
19816,0,0,110,3,9,86
19817,0,0,58.95,3,9,17
19818,0,90,928,32,1024,10
19819,0,0,88.5,2,4,31
19820,1,0,19.5,1,1,92
19821,1,0,391.6,11,121,13
19822,0,0,127,4,16,32
19823,1,0,381.5,12,144,45
19824,0,0,202.85,5,25,93
19825,0,0,89,1,1,92
19826,0,0,58,2,4,385
19827,1,0,105.95,3,9,96
19828,1,0,265.75,8,64,12
19829,1,0,93,2,4,83
19830,0,0,123,4,16,92
19831,0,0,69,1,1,96
19832,0,0,361.5,12,144,13
19833,0,0,57.35,5,25,90
19834,0,0,138,2,4,119
19835,0,0,103,4,16,98
19836,1,0,44,1,1,93
19837,0,0,29.5,1,1,31
19838,1,25,211,5,25,93
19839,0,0,167,5,25,14
19840,0,100.4,165.5,5,25,96
19841,1,0,237,3,9,77
19842,0,0,29.5,1,1,92
19843,0,99,50,4,16,88
19844,1,0,39,1,1,88
19845,1,0,461,21,441,78
19846,1,0,88,2,4,75
19847,1,0,49,1,1,88
19848,1,0,145,3,9,25
19849,1,0,89,3,9,88
19850,0,0,197,3,9,88
19851,0,0,48,2,4,87
19852,0,0,45.5,2,4,87
19853,0,0,39,1,1,21
19854,0,0,76,2,4,86
19855,0,0,44,1,1,86
19856,0,0,103.5,3,9,86
19857,1,0,399,1,1,59
19858,0,0,49.5,1,1,85
19859,0,0,29.5,1,1,26
19860,0,0,74,5,25,28
19861,1,0,40,2,4,85
19862,0,0,158,2,4,21
19863,0,0,34.5,1,1,85
19864,0,34,59,1,1,84
19865,0,0,29,1,1,84
19866,1,0,300,8,64,84
19867,0,0,12,1,1,84
19868,0,0,169,1,1,84
19869,0,0,54,1,1,47
19870,0,0,116,4,16,36
19871,0,0,59,1,1,83
19872,0,0,19,1,1,28
19873,1,0,192,5,25,36
19874,1,118.5,237.5,7,49,24
19875,0,0,69,1,1,82
19876,1,0,23.5,1,1,53
19877,0,0,328.5,6,36,82
19878,1,0,614.5,7,49,18
19879,1,0,348,2,4,69
19880,0,0,26.95,1,1,88
19881,1,0,50,2,4,61
19882,0,0,52,1,1,88
19883,0,127.95,153,4,16,14
19884,0,0,56,3,9,83
19885,1,26,104.95,7,49,15
19886,1,0,149,1,1,84
19887,0,0,87,2,4,88
19888,0,0,74,1,1,87
19889,1,0,44,4,16,13
19890,1,0,510.5,16,256,19
19891,1,23,610.5,14,196,88
19892,1,0,29,1,1,83
19893,0,0,198,3,9,19
19894,1,0,178,1,1,86
19895,1,0,251,4,16,405
19896,0,0,383,12,144,51
19897,0,0,29,1,1,87
19898,0,0,88,2,4,397
19899,0,0,89,1,1,84
19900,1,391.7,1965.1,92,8464,17
19901,1,0,117,2,4,88
19902,0,0,17,1,1,435
19903,0,0,29.5,1,1,83
19904,1,0,195,4,16,21
19905,0,236.5,253,4,16,87
19906,0,140.5,492,9,81,26
19907,0,0,257.5,8,64,447
19908,0,0,75,1,1,87
19909,0,0,79,5,25,88
19910,0,0,0,1,1,85
19911,1,0,262,5,25,25
19912,1,0,306,4,16,81
19913,0,29,221.75,4,16,83
19914,0,0,354,11,121,89
19915,1,0,69,1,1,88
19916,1,0,193,9,81,14
19917,0,0,189,5,25,414
19918,0,0,54,3,9,87
19919,1,0,384.8,12,144,1
19920,0,0,238.5,5,25,104
19921,1,0,55,1,1,88
19922,1,0,308.5,6,36,24
19923,0,0,143,4,16,87
19924,0,78.95,684.5,10,100,27
19925,1,0,143,4,16,86
19926,0,0,30,2,4,85
19927,0,58,88,2,4,88
19928,1,125,489.75,13,169,85
19929,0,0,168,2,4,36
19930,1,0,159.95,5,25,86
19931,0,0,396,8,64,83
19932,0,145,59,2,4,40
19933,1,0,292,7,49,79
19934,1,21,166,4,16,87
19935,1,0,183.8,6,36,45
19936,0,0,190.9,4,16,88
19937,1,0,279.5,6,36,65
19938,1,0,105,2,4,86
19939,1,201.5,2998.45,58,3364,23
19940,1,0,59.9,2,4,83
19941,0,0,10,1,1,85
19942,1,0,173,6,36,90
19943,1,0,93,3,9,19
19944,1,0,422.5,9,81,86
19945,1,0,196.85,6,36,119
19946,0,0,49.5,2,4,85
19947,0,0,46.5,1,1,81
19948,1,0,106.45,5,25,5
19949,1,0,59,1,1,80
19950,1,0,49,2,4,80
19951,1,0,188,2,4,80
19952,1,0,26,1,1,80
19953,1,0,131,5,25,45
19954,0,0,199,6,36,71
19955,0,0,40,1,1,79
19956,0,0,268,2,4,64
19957,0,0,78,2,4,63
19958,1,0,49,2,4,79
19959,0,54,59,2,4,79
19960,0,0,140,3,9,79
19961,1,21,120,3,9,79
19962,1,0,138,2,4,71
19963,0,0,60,2,4,78
19964,1,0,45,1,1,78
19965,0,0,251.75,5,25,10
19966,0,0,17,1,1,77
19967,1,0,90,2,4,68
19968,0,0,139,1,1,76
19969,0,0,39,2,4,41
19970,0,0,116,3,9,19
19971,0,0,99,1,1,76
19972,0,0,135.2,10,100,33
19973,1,0,565.95,19,361,77
19974,0,0,29,1,1,75
19975,0,0,29,1,1,75
19976,0,0,170,5,25,75
19977,1,0,125,4,16,75
19978,1,0,444,11,121,22
19979,1,69,335.9,9,81,71
19980,1,0,18,1,1,76
19981,0,0,59,1,1,265
19982,0,0,118,3,9,85
19983,1,0,264.5,6,36,62
19984,0,0,296.5,4,16,402
19985,0,0,136.45,4,16,22
19986,1,0,50,2,4,128
19987,0,0,185,6,36,20
19988,1,0,49,2,4,79
19989,0,0,69,1,1,81
19990,1,0,390.5,9,81,81
19991,1,0,90,2,4,412
19992,0,0,59.9,3,9,144
19993,0,0,126.5,3,9,414
19994,0,0,0,1,1,516
19995,0,0,65.8,4,16,172
19996,1,170.35,545,16,256,1
19997,0,0,163.5,4,16,79
19998,0,0,38,1,1,378
19999,0,34,34,1,1,464
20000,1,0,244,6,36,55
20001,1,0,110,1,1,76
20002,1,0,95.85,3,9,77
20003,1,0,99,2,4,78
20004,0,0,83.5,2,4,26
20005,1,0,89.85,3,9,175
20006,1,0,49,4,16,80
20007,0,0,44,1,1,81
20008,1,0,84,2,4,709
20009,0,0,99,3,9,365
20010,0,31.35,152.5,4,16,80
20011,0,0,39,1,1,77
20012,0,0,140.9,4,16,79
20013,0,0,44,1,1,14
20014,0,0,0,1,1,399
20015,0,0,59,1,1,477
20016,0,0,89,1,1,28
20017,0,0,39.95,1,1,718
20018,1,0,218,5,25,78
20019,0,0,89,1,1,497
20020,0,44,88,2,4,82
20021,0,0,122.5,3,9,80
20022,1,0,268,2,4,76
20023,0,0,91,2,4,334
20024,0,55.95,88.5,2,4,68
20025,1,0,693.7,13,169,80
20026,0,0,29,1,1,390
20027,0,0,167.35,8,64,380
20028,1,29,973.75,27,729,5
20029,0,0,391.85,6,36,78
20030,1,0,190,4,16,14
20031,1,0,319.85,11,121,80
20032,0,0,152,4,16,333
20033,0,0,93.95,2,4,601
20034,0,0,34,1,1,384
20035,1,0,241.5,9,81,32
20036,1,0,512.4,14,196,25
20037,0,0,59,1,1,79
20038,0,0,125,1,1,143
20039,1,170.5,216,5,25,25
20040,0,0,108,3,9,18
20041,0,0,452,13,169,82
20042,1,0,801.4,20,400,10
20043,1,0,160.85,4,16,82
20044,0,0,240,8,64,18
20045,0,0,39,1,1,652
20046,0,0,49.5,1,1,391
20047,0,0,413.95,8,64,3
20048,0,0,12.95,1,1,572
20049,0,0,434.9,17,289,9
20050,0,0,245,13,169,15
20051,1,0,44,1,1,79
20052,1,27,314.45,8,64,85
20053,1,84,65.9,3,9,321
20054,1,0,59.9,2,4,301
20055,1,0,225,8,64,20
20056,0,0,157,6,36,29
20057,0,0,65,3,9,21
20058,1,0,221,6,36,9
20059,0,0,178,4,16,415
20060,1,0,452.5,10,100,332
20061,0,0,88.5,3,9,633
20062,0,0,49,1,1,42
20063,0,0,27.5,1,1,35
20064,1,0,145,4,16,19
20065,1,36.95,281.8,7,49,378
20066,0,0,84,2,4,75
20067,0,0,3,2,4,369
20068,1,0,141.5,6,36,22
20069,1,169,227,3,9,19
20070,0,0,217,7,49,82
20071,1,320.5,244,7,49,67
20072,0,0,189,1,1,74
20073,0,0,79,1,1,74
20074,1,0,217,7,49,16
20075,0,0,95,3,9,73
20076,1,0,114,3,9,17
20077,0,0,19,1,1,72
20078,1,0,69,1,1,72
20079,1,0,59,1,1,72
20080,1,0,77.95,3,9,58
20081,0,0,119,1,1,71
20082,0,0,98,4,16,19
20083,0,0,422,9,81,25
20084,0,0,68,2,4,21
20085,0,0,59,1,1,22
20086,1,0,157.5,3,9,70
20087,0,0,49,1,1,70
20088,0,0,88,2,4,70
20089,0,0,29,1,1,70
20090,1,29.95,59,1,1,70
20091,0,68.95,282.95,9,81,26
20092,1,0,59,1,1,69
20093,0,0,145.5,3,9,69
20094,1,0,263,8,64,15
20095,0,0,49,2,4,69
20096,1,0,158,2,4,68
20097,0,0,29,1,1,68
20098,1,9.95,176.5,5,25,19
20099,1,0,103.75,6,36,18
20100,0,24,39,1,1,72
20101,1,42.9,102.9,3,9,21
20102,0,0,56,1,1,71
20103,1,0,109,4,16,73
20104,0,0,112.95,3,9,73
20105,0,0,25.5,3,9,382
20106,1,0,391,5,25,55
20107,0,0,107,4,16,1
20108,0,0,390.45,7,49,59
20109,0,0,141.95,4,16,75
20110,1,0,131,4,16,44
20111,1,111,213.5,8,64,102
20112,1,0,879.35,25,625,161
20113,0,0,162,5,25,41
20114,1,72.95,334,8,64,71
20115,1,0,221,7,49,75
20116,1,0,52,2,4,73
20117,1,164,217.95,4,16,69
20118,0,0,186.8,4,16,278
20119,0,0,68,2,4,75
20120,1,0,221,3,9,73
20121,0,0,457,5,25,8
20122,0,27.9,28,1,1,71
20123,1,0,152.5,4,16,70
20124,1,0,320,7,49,12
20125,1,0,520.4,12,144,12
20126,0,0,133,5,25,75
20127,0,0,168.5,6,36,70
20128,0,73,346,11,121,74
20129,1,112,876.5,24,576,77
20130,0,0,37.75,4,16,388
20131,1,0,359,10,100,69
20132,1,263.4,803.3,32,1024,16
20133,1,0,145.5,3,9,44
20134,1,58.5,111.5,4,16,73
20135,0,0,272,6,36,74
20136,1,0,78,2,4,70
20137,0,159,118.5,2,4,75
20138,1,0,39.5,2,4,150
20139,0,0,36,2,4,73
20140,0,0,89.85,3,9,63
20141,1,0,1045.85,19,361,81
20142,0,0,137,2,4,73
20143,0,0,44.95,2,4,54
20144,0,0,108,3,9,85
20145,1,0,368.65,13,169,55
20146,1,317.95,159.75,7,49,27
20147,1,97.95,1280.4,32,1024,16
20148,0,0,103.5,5,25,378
20149,0,0,37.75,2,4,260
20150,1,0,200.95,5,25,112
20151,0,82.8,85.45,3,9,73
20152,0,0,258,2,4,75
20153,1,0,371.85,7,49,16
20154,1,0,661.4,9,81,18
20155,1,0,381,8,64,36
20156,1,0,212,8,64,72
20157,0,0,208,2,4,73
20158,1,103,64,2,4,74
20159,0,0,60,4,16,70
20160,1,0,794.35,26,676,24
20161,1,0,537,14,196,27
20162,0,0,279.5,7,49,68
20163,0,0,165,5,25,46
20164,0,0,29,1,1,67
20165,0,0,39.5,1,1,67
20166,1,0,59,1,1,67
20167,1,0,101.9,6,36,66
20168,1,0,206.5,9,81,9
20169,0,15,153.5,4,16,5
20170,1,0,270,8,64,46
20171,1,0,190,7,49,25
20172,0,0,73,2,4,65
20173,0,0,80,1,1,65
20174,0,0,39,1,1,65
20175,1,0,58,2,4,65
20176,0,0,99,1,1,65
20177,0,0,166,5,25,65
20178,0,0,158.5,2,4,64
20179,0,0,49,1,1,64
20180,0,0,98,2,4,64
20181,1,497.5,141,5,25,10
20182,1,0,79.9,2,4,61
20183,1,77,71.5,2,4,64
20184,1,49.45,223.95,6,36,49
20185,0,0,213,6,36,49
20186,1,289,143,2,4,63
20187,0,0,39,1,1,63
20188,1,0,130,6,36,63
20189,0,68.95,61.5,2,4,311
20190,0,0,295.7,14,196,23
20191,0,0,24,1,1,63
20192,0,0,44,1,1,62
20193,1,0,49,1,1,62
20194,1,0,715.4,16,256,38
20195,1,0,64.5,1,1,62
20196,0,0,155.5,5,25,62
20197,1,0,64,2,4,62
20198,0,0,99,1,1,62
20199,0,74,270.5,16,256,13
20200,0,0,49.95,1,1,62
20201,0,0,39.5,1,1,61
20202,0,0,53.95,3,9,25
20203,1,0,217,4,16,39
20204,0,0,43.7,6,36,66
20205,1,0,79,1,1,66
20206,0,0,567.3,17,289,67
20207,1,0,90,2,4,378
20208,1,0,147.5,5,25,55
20209,0,0,192,7,49,66
20210,1,0,68,3,9,65
20211,1,86.7,440.95,10,100,415
20212,0,247,584.55,21,441,66
20213,0,0,349.5,7,49,63
20214,0,0,118,3,9,88
20215,1,0,463.95,13,169,47
20216,1,0,150,2,4,59
20217,0,90,72,1,1,62
20218,1,9.95,50.5,3,9,65
20219,0,0,229,4,16,66
20220,0,0,53.5,2,4,62
20221,0,132.5,231,5,25,146
20222,0,0,226.95,7,49,5
20223,1,0,375,8,64,19
20224,1,0,251,9,81,67
20225,1,0,88.9,3,9,69
20226,0,0,44,1,1,63
20227,1,0,1492.95,63,3969,14
20228,0,0,66,1,1,62
20229,1,0,272,4,16,63
20230,0,0,61,2,4,66
20231,1,0,460,5,25,44
20232,1,0,226.5,7,49,34
20233,1,0,102,3,9,75
20234,0,0,200.5,7,49,26
20235,0,0,39.5,1,1,65
20236,1,0,219,6,36,29
20237,1,0,196,5,25,55
20238,1,0,210,6,36,12
20239,1,0,234.9,6,36,65
20240,0,0,245,5,25,40
20241,1,0,79,2,4,62
20242,0,0,74,1,1,62
20243,0,0,134.25,4,16,63
20244,0,0,67.85,3,9,86
20245,1,39,456.4,14,196,63
20246,0,18,19,1,1,65
20247,1,407.5,330,9,81,26
20248,1,275,583.5,14,196,3
20249,1,0,100,2,4,67
20250,1,0,48,2,4,50
20251,1,0,209.95,6,36,88
20252,1,0,33,9,81,61
20253,0,0,105,3,9,43
20254,0,0,101,3,9,14
20255,1,0,179,1,1,63
20256,1,0,228,2,4,492
20257,1,34,396.5,9,81,44
20258,1,0,193,3,9,27
20259,1,0,251.5,7,49,50
20260,0,0,150.5,5,25,63
20261,1,129.95,385.9,7,49,25
20262,0,0,24,1,1,64
20263,0,0,45,3,9,62
20264,0,0,170,5,25,63
20265,0,30,499.95,16,256,25
20266,0,0,66,2,4,350
20267,1,0,41.95,2,4,397
20268,1,0,476,12,144,30
20269,0,0,172,5,25,9
20270,1,0,69,1,1,72
20271,1,182.9,493.9,12,144,62
20272,1,0,149,3,9,16
20273,1,0,89,1,1,60
20274,1,0,83,2,4,60
20275,0,0,83.5,2,4,59
20276,0,0,55,1,1,59
20277,0,0,109,1,1,52
20278,0,0,52,1,1,58
20279,1,0,186.5,8,64,13
20280,0,0,118,4,16,58
20281,0,0,45,3,9,58
20282,0,0,107,3,9,57
20283,0,0,138,2,4,57
20284,0,0,25,1,1,57
20285,1,0,228,2,4,53
20286,0,0,177,3,9,27
20287,1,0,125,5,25,9
20288,0,0,84,2,4,56
20289,1,0,34.5,1,1,56
20290,1,0,90,1,1,56
20291,0,0,59,2,4,20
20292,0,0,99,1,1,56
20293,0,0,285,11,121,23
20294,0,0,69,1,1,55
20295,0,0,89,1,1,55
20296,0,0,208.35,8,64,28
20297,0,0,49.5,1,1,54
20298,1,0,77,3,9,54
20299,0,0,28,1,1,54
20300,1,0,129,1,1,54
20301,0,0,34,1,1,54
20302,1,113.98,1137.65,17,289,21
20303,1,0,274,8,64,49
20304,1,0,44,1,1,54
20305,1,0,20,1,1,54
20306,1,0,71,3,9,54
20307,1,0,490,13,169,59
20308,1,24,276.5,8,64,211
20309,1,0,59,2,4,57
20310,1,0,458,9,81,22
