"customer","purchase_amt","email","revenue","number_of_orders","number_of_orders2","recency_days","distance","weights","subclass","pred_purchase_amt"
19040,0,1,187.5,3,9,22,0.34581417118899,1,"3343",19.1776324338384
19041,0,0,157.95,3,9,390,0.32069183853629,1,"314",9.99578867472506
19042,0,1,193,4,16,147,0.34970031828052,1,"3344",17.6449369269465
19045,0,1,50,2,4,148,0.283160654543384,1,"3345",14.4871847603654
19048,0,1,294.4,10,100,14,0.430251447602418,1,"3346",29.2936035461023
19049,0,0,88.5,3,9,152,0.303148932712534,1,"1533",12.8724743455217
19050,0,0,107,2,4,130,0.304463033484403,1,"6470",12.5929642003426
19051,0,1,29,1,1,149,0.269532817171461,1,"3348",13.4710936883205
19052,0,0,29,1,1,151,0.269467102894793,1,"3451",11.0113526803856
19053,0,0,732.35,19,361,23,0.644817543105947,1,"5206",45.2122390525157
19054,0,1,267,3,9,29,0.377633557696364,1,"3349",19.8792359387637
19056,75,1,208,6,36,62,0.371098174925355,1,"3350",21.7954905892465
19059,0,1,104,2,4,38,0.306607630031845,1,"3351",16.9951140364057
19060,0,0,220,6,36,74,0.375540045813992,1,"8362",18.0570717315145
19061,0,1,232,4,16,59,0.368779847861809,1,"3353",19.9143984493797
19062,0,0,36.5,4,16,158,0.289888272050158,1,"3383",13.1438275225005
19063,0,1,60,1,1,147,0.280408087845276,1,"3354",13.7529942739073
19064,0,1,121.5,2,4,152,0.309075646038062,1,"3355",15.0311942554578
19066,0,1,133.5,6,36,126,0.338833265525222,1,"3356",19.4977411505648
19069,0,1,175.5,5,25,24,0.353542449475057,1,"3357",21.1809874883584
19070,0,1,85,2,4,146,0.295819542021147,1,"3358",14.8206636428656
19071,0,1,66,2,4,146,0.288944072560276,1,"3359",14.6577099615257
19072,0,1,158.85,13,169,16,0.385154716575563,1,"3360",31.4239914047783
19073,0,1,281.45,14,196,146,0.435111809212865,1,"3361",30.6556965615551
19074,21,1,304,6,36,28,0.412432056160596,1,"3362",23.8007432200968
19075,0,0,325,5,25,38,0.414753167160354,1,"7738",18.8842523389829
19076,0,0,5,1,1,150,0.261316072779593,1,"6333",10.8638058851975
19077,0,1,172.45,6,36,383,0.344509255728543,1,"3363",14.8287994593268
19079,0,0,49.5,3,9,144,0.289209332418892,1,"2090",12.6988610877539
19081,0,0,59,1,1,76,0.282450703830316,1,"3166",12.3025114146576
19082,0,0,172,5,25,31,0.351878072354937,1,"5165",17.4755912200975
19083,0,1,811,26,676,19,0.677311737254188,1,"3365",69.4535829398601
19086,0,0,205.5,11,121,93,0.393834535670593,1,"1861",22.7718584362778
19089,0,1,39,1,1,142,0.273222306826946,1,"3366",13.6654108363655
19090,0,0,50,1,1,142,0.277059473151375,1,"3786",11.2794792755757
19093,0,1,142,3,9,142,0.323638250696126,1,"3368",16.2993014334334
19095,0,1,136,3,9,141,0.32138168300543,1,"3369",16.2624344765527
19097,0,1,48,2,4,141,0.282687965904675,1,"3370",14.5909655538688
19101,0,0,270.95,7,49,37,0.403914679087697,1,"4172",20.4268526727203
19102,0,0,20,2,4,139,0.272929834244452,1,"5491",11.8189085008951
19103,118,1,69,1,1,139,0.283866776825876,1,"3373",13.9590958130408
19106,0,0,131.5,5,25,23,0.336194914521362,1,"1375",17.2384798944609
19107,0,0,49,1,1,142,0.276709269453119,1,"199",11.2725910144179
19108,0,0,169,1,1,99,0.322179143625444,1,"8031",12.7777680709679
19109,0,0,69.95,2,4,144,0.290434404172569,1,"8521",12.1066014537853
19110,0,0,79,4,16,131,0.306383047414297,1,"3473",13.9230445469563
19111,0,1,678.45,25,625,143,0.620636219172763,1,"3374",57.378876804094
19112,0,1,234,6,36,144,0.378547588186211,1,"3375",20.1934598405102
19114,0,1,1039,19,361,90,0.75426963695858,1,"3376",56.2735190578407
19118,0,1,99,1,1,163,0.293821885788405,1,"3377",13.8054590215537
19120,0,0,136.95,4,16,142,0.327930667143563,1,"3953",14.2168813312747
19121,0,1,1469,62,3844,8,0.692882876070077,1,"3378",193.198442962553
19122,0,1,72,2,4,403,0.282333477420627,1,"3379",10.7555654308603
19123,0,1,51.95,3,9,14,0.294579494438061,1,"3380",17.9463611091439
19124,0,0,79,4,16,142,0.305993039484751,1,"6847",13.7408463883121
19127,0,0,372.5,11,121,73,0.46610593232982,1,"3895",25.4037141782028
19128,0,0,64.5,2,4,130,0.28895367075828,1,"6529",12.2756973321156
19133,0,0,63,3,9,139,0.294260684569823,1,"3910",12.8796759488483
19136,0,0,941,17,289,10,0.720816463102003,1,"1831",46.4008781580736
19137,0,1,123,2,4,143,0.309957380370251,1,"3381",15.204562428888
19138,0,1,157.5,4,16,141,0.335938110161393,1,"3382",17.4151327612736
19140,92,0,131.5,7,49,13,0.347717686199567,1,"3187",19.4365656378018
19141,0,1,217,10,100,104,0.393833502867796,1,"3384",25.6409202325607
19142,0,0,40.9,4,16,130,0.292441107515109,1,"8867",13.6302575545116
19143,24,1,137.5,4,16,145,0.328032344592182,1,"3385",17.1408278533025
19144,0,0,39.5,2,4,142,0.279649374169433,1,"8421",11.9151724987876
19145,0,1,137.5,5,25,41,0.337868585285789,1,"3386",20.3617458685585
19146,0,1,236,4,16,145,0.367068977836423,1,"3387",18.1165986489887
19147,0,1,343.9,4,16,141,0.412069623494906,1,"3388",19.3224797758446
19148,0,0,108.5,3,9,141,0.310982586110048,1,"7900",13.2012744999227
19151,0,1,330,4,16,144,0.406071572230449,1,"3389",19.1101870732964
19152,0,1,415,5,25,130,0.449600305288461,1,"3390",21.4567902835977
19154,0,1,104,5,25,22,0.325583083641492,1,"3391",20.4189243912534
19155,0,0,42.95,2,4,129,0.281305031038793,1,"7923",12.1322205605828
19156,84.95,1,501.9,12,144,23,0.528901556375713,1,"3392",35.2644207724154
19158,0,0,221,5,25,141,0.367386090577915,1,"2201",15.8232504770033
19160,0,1,84,2,4,140,0.295663809546282,1,"3394",14.9174233473986
19161,305.95,0,436,8,64,140,0.476249544613704,1,"3736",21.0115856941576
19163,0,0,79,4,16,140,0.306063929370985,1,"764",13.7738279806946
19164,0,0,430,9,81,141,0.478870522845775,1,"3242",22.0278828769458
19166,0,0,125,5,25,137,0.329445736945387,1,"3630",15.0412149735497
19168,38,0,104.5,2,4,27,0.307184166894516,1,"8886",14.2354358874885
19170,0,1,50,2,4,135,0.283601263258868,1,"3395",14.7121808138562
19171,0,0,68,2,4,135,0.290041219824632,1,"6300",12.2265190047521
19176,0,0,178,2,4,131,0.331343406352246,1,"8249",13.1220869671823
19177,0,1,511,15,225,31,0.542941558186761,1,"3396",40.0487318101446
19179,0,0,59,1,1,134,0.280492958549196,1,"6655",11.4546963218957
19180,0,1,39.5,2,4,133,0.279952061870276,1,"3398",14.6571759507499
19182,0,0,94.5,5,25,132,0.317950608590942,1,"283",14.8647911042049
19183,0,0,127,3,9,132,0.318283974367209,1,"8405",13.4924127709162
19186,0,1,68,2,4,131,0.2901787077312,1,"3399",14.9373782386395
19189,0,0,79,4,16,125,0.306595895939343,1,"8738",14.0232517678602
19191,0,1,39.5,2,4,137,0.279817509283532,1,"3400",14.5878575570399
19192,69,0,219,3,9,145,0.35367554084917,1,"7962",14.0240344488213
19193,108.3,0,627.7,23,529,7,0.605525415581563,1,"816",51.0440473906378
19194,238,1,338.9,9,81,113,0.440474112089383,1,"3401",25.7574991460962
19195,0,1,78,2,4,68,0.295980869578455,1,"3402",16.174361554655
19196,0,1,59,1,1,139,0.280324575552451,1,"3403",13.8772347345249
19197,0,1,484.5,11,121,15,0.517441604491626,1,"3404",33.6870051437435
19198,0,1,395.45,15,225,341,0.479597236835261,1,"3405",27.837969471125
19200,0,1,247.8,11,121,133,0.410013123421188,1,"3407",26.5306903019336
19201,0,0,125,2,4,133,0.311063639962979,1,"5568",12.6829864976777
19205,0,0,44,2,4,135,0.281473909793644,1,"6574",12.0508565478841
19206,0,0,280,4,16,50,0.388886309221934,1,"5753",17.1907368196122
19207,0,0,219.22,11,121,133,0.397977248831329,1,"3669",21.9625963916554
19210,0,1,202,4,16,25,0.357954494635497,1,"3409",20.345478127087
19212,0,1,68,2,4,389,0.281390255305648,1,"3410",10.9186866438492
19215,0,1,497.85,19,361,98,0.54330486547056,1,"3411",44.0717869651799
19216,162.5,1,518,11,121,25,0.531637824415055,1,"3412",33.9034272014115
19217,0,1,39.5,2,4,133,0.279952061870276,1,"3413",14.6571759507499
19218,0,1,1506.15,52,2704,18,0.796493939460948,1,"3414",165.447334378559
19220,0,1,168,2,4,149,0.326818402015356,1,"3415",15.4952583592936
19221,0,0,39.5,2,4,133,0.279952061870276,1,"3413",12.0477086456412
19222,22.5,1,316,5,25,53,0.410331415246929,1,"3416",22.1320680691307
19223,0,0,24,1,1,133,0.268338391377676,1,"8015",11.2265487472758
19224,0,1,202,5,25,23,0.364245143200992,1,"3417",21.5101299917264
19226,0,1,144.9,3,9,144,0.32467637803197,1,"3418",16.2884444658311
19229,0,0,49.5,3,9,132,0.289621211080376,1,"8578",12.885328832574
19231,54.45,1,282.45,7,49,139,0.404659127881368,1,"3419",21.9708035636177
19232,79,1,380.35,9,81,151,0.456837682349616,1,"3420",25.2822425539611
19233,0,1,253,5,25,138,0.380606415413036,1,"3421",19.4690113188602
19234,0,0,127.5,4,16,132,0.324664049463527,1,"2951",14.3077887979729
19237,18,1,548.25,19,361,31,0.567827123636923,1,"3422",47.9222213527388
19238,0,1,83,3,9,36,0.305210462714768,1,"3423",17.8091833683695
19239,44,1,353.5,9,81,20,0.450616582049593,1,"3424",28.5926571422102
19240,0,0,248.95,7,49,137,0.390704910134912,1,"3082",18.0356098568388
19241,69,1,359.85,10,100,88,0.455444204887202,1,"3425",28.0595461808256
19243,0,1,69,2,4,132,0.290504709965129,1,"3426",14.9284186832281
19244,0,0,157,6,36,24,0.351974690472311,1,"3536",18.4511718686359
19247,0,0,484.95,13,169,24,0.525308527698245,1,"4565",31.102799855798
19248,0,1,1041.5,21,441,13,0.759129315741915,1,"3427",64.6085724647771
19249,0,0,40,2,4,138,0.279960137301842,1,"4538",11.9775478874649
19250,0,1,442,10,100,29,0.493709914258878,1,"3429",31.0602016372014
19251,0,1,240.35,11,121,12,0.411747185810928,1,"3430",29.9503512355695
19252,0,0,59.5,4,16,118,0.29963815385549,1,"5035",13.9799461013287
19253,0,1,89,1,1,136,0.291134902599309,1,"3431",14.1746149933666
19255,0,0,78,3,9,91,0.30142269217618,1,"2016",13.7690956735122
19256,0,1,259.5,8,64,62,0.403531604751438,1,"3432",24.8188588839106
19257,0,1,945.5,13,169,104,0.709615376573161,1,"3433",42.0023446382511
19259,0,1,30,2,4,133,0.276614815668438,1,"3434",14.5762485464071
19261,0,1,49,1,1,133,0.277009998592002,1,"3436",13.8952260838832
19263,0,0,187.75,4,16,105,0.349206303484824,1,"1807",15.2986522374875
19264,15,0,69,1,1,135,0.284002508692283,1,"2634",11.5103981717422
19265,0,1,108.5,3,9,134,0.311232972640636,1,"3437",16.1396301375772
19266,0,0,157.5,7,49,132,0.353550028433601,1,"2741",17.2302054852989
19267,0,1,444.4,10,100,88,0.492297908003774,1,"3438",29.2863741210083
19268,0,0,59,1,1,20,0.284348781552112,1,"2622",13.1693163697361
19269,0,1,178.5,7,49,134,0.361912370092683,1,"3439",20.8858583162323
19270,29.95,1,897.4,28,784,15,0.707282716855255,1,"3441",76.8105657376006
19271,0,0,253.95,6,36,25,0.391511730112267,1,"1947",19.4473012107042
19272,29,0,544.95,10,100,15,0.539230379561215,1,"4038",28.1024677354339
19273,0,0,236,12,144,130,0.409215727703708,1,"4742",23.3683933886649
19274,0,1,186,4,16,130,0.34756423664294,1,"3442",17.9200285863458
19275,0,1,611.5,14,196,13,0.583817120352757,1,"3443",40.9117057746042
19276,0,1,39.5,2,4,129,0.280086653994949,1,"3444",14.7267614611883
19280,0,1,110.8,5,25,39,0.327574856311567,1,"3445",20.1114498309297
19282,0,1,209.7,11,121,147,0.393436820313612,1,"3446",25.6326665937039
19284,0,1,88,2,4,128,0.297541297677919,1,"3447",15.165066516555
19285,0,0,78,2,4,128,0.293898488773957,1,"4556",12.4060340867739
19287,127.95,0,292.5,5,25,20,0.401746878392203,1,"1837",18.927269594265
19289,0,1,147,3,9,110,0.326729305653966,1,"3448",16.9618345273306
19290,19.95,0,39,1,1,128,0.273686529721762,1,"8444",11.4003863631052
19291,0,0,247,9,81,91,0.4021995516014,1,"6609",21.0827075430364
19293,0,1,289.95,6,36,125,0.402590148409544,1,"3450",21.2593482495502
19295,38,0,39.5,2,4,125,0.280221285644975,1,"3633",12.1665336701277
19297,0,1,27,1,1,130,0.269468413101085,1,"3451",13.7657435559514
19298,0,0,59,1,1,46,0.283466575513198,1,"1657",12.7608561885104
19299,0,0,178,8,64,123,0.367372875462332,1,"208",18.5854319376109
19300,0,1,49,1,1,124,0.277310929256198,1,"3453",14.0455119540903
19301,0,0,173.5,2,4,124,0.329860080348116,1,"1025",13.1982232902702
19303,0,0,277,14,196,122,0.43418345856767,1,"5668",26.5173545987858
19304,0,0,39.5,2,4,125,0.280221285644975,1,"5891",12.1665336701277
19305,0,0,105,3,9,128,0.310136376858736,1,"8737",13.382117730377
19308,0,0,259,6,36,23,0.393697686157508,1,"6871",19.5451930151961
19309,0,1,44,1,1,437,0.265256487223593,1,"3454",9.50950380496079
19310,0,0,188.95,2,4,729,0.313723716164892,1,"7717",6.1110319758077
19311,0,0,158.5,3,9,26,0.334281961043694,1,"2876",15.5852205230542
19312,0,0,235.5,5,25,125,0.373925060124502,1,"7657",16.2552111632684
19313,0,0,159.5,4,16,390,0.327501383384517,1,"6587",10.640676725088
19314,0,1,80,4,16,22,0.310637035054937,1,"3456",19.0901735546663
19315,0,0,280,7,49,425,0.392192085699102,1,"956",13.0957395701769
19316,0,1,177.45,5,25,216,0.347025997042946,1,"3457",17.0833940235143
19318,0,1,182.5,3,9,2,0.344591862862406,1,"3458",19.558640785744
19319,181.45,1,392.95,5,25,4,0.445264169791044,1,"3459",24.3072667923272
19320,0,1,463.5,13,169,22,0.516028582597363,1,"3460",36.2298477939969
19321,0,1,87,3,9,16,0.307406336512397,1,"3461",18.2599305439488
19324,0,1,322,4,16,128,0.403343787027175,1,"3462",19.3709008941738
19326,0,0,152.5,10,100,16,0.370667014657318,1,"5902",22.8869539829692
19328,0,1,281.5,6,36,29,0.402888972300795,1,"3463",23.4940525461401
19331,0,0,448.3,13,169,124,0.505131421731213,1,"479",27.5617215233986
19332,0,1,65,3,9,33,0.298680211551771,1,"3464",17.6906369338322
19334,29.5,0,267,9,81,99,0.410315366207872,1,"4117",21.1253591926422
19335,0,1,821.8,21,441,25,0.681707940043061,1,"3465",58.4300293746531
19336,0,1,708,20,400,13,0.636619474598189,1,"3466",54.2320298019583
19337,0,1,226,5,25,18,0.374215776140841,1,"3467",21.9095567911466
19338,0,0,882.95,11,121,120,0.679004197366432,1,"8036",31.3615312231615
19339,0,1,67,2,4,54,0.292470765567761,1,"3468",16.3365490861603
19341,0,1,177,2,4,360,0.322548596804055,1,"3469",12.0944283379228
19342,0,1,313.95,9,81,265,0.42354277243123,1,"3470",21.5859543791942
19343,0,0,205,5,25,467,0.348454110477459,1,"7978",10.5582891972509
19344,0,1,58,1,1,689,0.261846158943129,1,"3471",6.89325599671161
19345,0,0,393,12,144,21,0.481406595314536,1,"6268",28.4379821906885
19346,130.95,0,2621.75,61,3721,29,0.946931726935272,1,"2074",229.966348478809
19347,0,0,183.5,4,16,384,0.337036658444158,1,"4009",10.8805794790701
19348,0,0,384,10,100,40,0.467932742232281,1,"523",25.1992572896835
19354,0,1,79,4,16,131,0.306383047414297,1,"3473",16.8518911003476
19355,0,0,93.5,4,16,128,0.31190653178389,1,"7510",14.0925689147144
19356,0,1,64.5,3,9,52,0.297833467164981,1,"3474",17.3051550407067
19358,0,1,109.5,5,25,128,0.323813337076954,1,"3475",18.1832787974753
19359,0,0,131,3,9,127,0.31998552755258,1,"1621",13.6058822146778
19361,0,0,176.33,9,81,129,0.371389690048477,1,"4196",19.445424077264
19362,243.5,1,301,10,100,27,0.432550925736445,1,"3476",29.0020866190603
19366,0,1,620,14,196,125,0.582887393405264,1,"3477",36.9095853704839
19368,66,1,150.9,3,9,547,0.312355864122898,1,"3478",10.0221118284368
19369,0,1,39.5,2,4,131,0.280019352991157,1,"3479",14.6919352724772
19370,0,1,63.5,2,4,228,0.285248069185716,1,"3481",13.2693326960993
19371,0,0,59,1,1,724,0.26105595424186,1,"932",5.25815905962619
19374,0,0,55,1,1,483,0.267516131996479,1,"2588",7.29238929845524
19376,0,0,15,2,4,127,0.271593864339411,1,"4160",11.9585218019549
19378,0,1,67,2,4,258,0.285475433884103,1,"3482",12.8228062416819
19379,0,1,69,1,1,460,0.273103074888097,1,"3483",9.38002402310692
19381,0,0,16.5,1,1,407,0.256943179082886,1,"4225",7.86607153632691
19382,0,1,177,4,16,385,0.334463875468628,1,"3484",13.2175304767095
19383,0,1,339,4,16,96,0.411812798347609,1,"3485",20.2635431066382
19388,0,0,199.5,9,81,111,0.381607958278745,1,"4342",20.0943318427762
19389,0,1,96,2,4,122,0.300684723072095,1,"3486",15.3432178422071
19390,0,1,124,3,9,52,0.320045073501893,1,"3487",17.8938696675907
19393,0,1,69,1,1,120,0.284511851763828,1,"3488",14.2791046940566
19396,0,1,139,3,9,127,0.323037926419172,1,"3489",16.5568122962894
19397,0,0,98,2,4,111,0.301807528556369,1,"7681",12.8181794075478
19398,19.5,1,64,1,1,118,0.282802632865583,1,"3490",14.2713104768266
19399,0,1,69,1,1,118,0.284579805732619,1,"3491",14.3131340628894
19400,0,0,81,2,4,118,0.295335812879143,1,"7074",12.5809281196934
19402,0,1,74,1,1,117,0.286397795816012,1,"3493",14.3721371871001
19403,0,0,136,4,16,110,0.328742021736632,1,"8553",14.7592010160981
19404,0,1,133,3,9,58,0.323261321052724,1,"3494",17.8617862162849
19406,0,0,39,1,1,117,0.274051620911773,1,"5516",11.5567553636939
19407,0,1,37,1,1,117,0.273356213823081,1,"3495",14.0639585484303
19408,0,1,49,2,4,117,0.283856325407723,1,"3496",15.0196757313603
19411,0,1,294.5,5,25,16,0.402748519471628,1,"3498",22.7772122562079
19414,0,0,124,2,4,25,0.314562290047375,1,"5876",14.4330384189298
19417,0,1,44,1,1,123,0.275594984057951,1,"3499",14.021065617984
19421,0,0,39.95,2,4,120,0.280548471367717,1,"8450",12.2446039611677
19422,0,1,95,1,1,111,0.294171066171189,1,"3500",14.6533323161672
19423,0,1,109,1,1,120,0.298966083923135,1,"3501",14.6166404584414
19424,0,0,12,1,1,124,0.264529743674946,1,"8629",11.2698759703288
19425,0,1,182,4,16,74,0.348097294324844,1,"3502",19.050612918854
19427,0,1,421.5,14,196,80,0.498737975924518,1,"3503",35.0660572922424
19429,0,1,148.5,9,81,139,0.359713912082473,1,"3504",22.6630694514448
19430,0,1,123,3,9,121,0.317165299396371,1,"3506",16.521059331129
19431,621.5,0,2982.7,58,3364,26,0.975170349886624,1,"2113",240.139962726757
19432,0,1,78,2,4,142,0.293413832289554,1,"3507",14.8304408667825
19433,0,1,59,2,4,119,0.287356970206931,1,"3508",15.0714137629816
19434,0,0,213.85,9,81,82,0.388697810479655,1,"7889",20.9136434016015
19435,0,0,15,1,1,124,0.265551886070619,1,"7960",11.2905470660785
19436,0,0,223.5,13,169,121,0.408016650262819,1,"6187",24.6131051416499
19438,0,0,89,5,25,128,0.316012368317307,1,"7350",14.8875571507695
19439,0,0,199.95,6,36,368,0.356024871186347,1,"1753",12.626270684111
19440,0,1,167,4,16,87,0.341679333232654,1,"3509",18.6177786712594
19441,0,0,758.7,9,81,4,0.625562378608376,1,"2594",30.1773312467739
19442,0,0,12.5,1,1,118,0.264894875467961,1,"8732",11.3576110264957
19444,0,0,341.95,10,100,18,0.450581066788779,1,"2448",25.2346149229709
19445,0,0,35,1,1,79,0.273921472881775,1,"576",12.0814021798556
19446,0,1,101,4,16,114,0.315233061846157,1,"3510",17.3995233123908
19447,0,1,364,5,25,28,0.431810965035948,1,"3511",23.3298332528855
19450,0,1,47.5,1,1,112,0.277186517118458,1,"3513",14.2354375815106
19451,0,1,477,13,169,16,0.522173082909109,1,"3514",36.6770624846251
19452,0,1,211,6,36,387,0.359737644738446,1,"3515",15.0928306540078
19454,0,1,81,3,9,65,0.303445158179351,1,"3516",17.2083616245631
19455,0,1,59,1,1,111,0.281268314631933,1,"3517",14.3486411709408
19456,212.5,1,131,4,16,10,0.330497472460117,1,"3518",19.8996492833987
19457,0,1,60,4,16,62,0.301787430288598,1,"3519",18.0437306172035
19459,0,0,20,1,1,110,0.267718875247726,1,"616",11.5233042296605
19460,0,1,204,2,4,110,0.342283679893807,1,"3521",16.5531457409202
19461,0,0,466,4,16,110,0.465883769458494,1,"5509",17.821082000494
19462,90,1,2016.75,69,4761,73,0.791462151645908,1,"3522",233.718513608006
19463,0,0,29,1,1,116,0.270618561580592,1,"3525",11.5008685797748
19464,0,1,112,3,9,130,0.312690266831159,1,"3523",16.2473046547786
19465,0,1,469.95,6,36,61,0.482715656796034,1,"3524",25.0680857863037
19467,0,0,69,1,1,111,0.284817721577463,1,"8070",11.8565619669722
19471,0,1,10,2,4,104,0.270624228169235,1,"3525",14.9105949764601
19472,0,0,164,4,16,15,0.343203621209983,1,"4268",16.7598976598866
19473,0,0,394,5,25,29,0.444687269186172,1,"1858",19.8158940301445
19474,0,0,459.6,20,400,118,0.527153479471605,1,"1486",37.9674382885361
19475,0,1,169,6,36,158,0.351661105940667,1,"3526",19.1822065625244
19476,0,1,899.75,31,961,8,0.702696495114903,1,"3527",84.6167184838404
19477,0,0,640.4,14,196,67,0.593872983270031,1,"7372",33.6477291208502
19479,0,1,390,7,49,26,0.455340845770388,1,"3528",26.2436958368198
19480,127,0,126.5,4,16,111,0.325049130120256,1,"4674",14.6604420133078
19481,29.5,0,67,2,4,86,0.291366825491457,1,"5923",12.9707785518089
19483,0,1,207,3,9,116,0.349992800688399,1,"3530",17.4260197348627
19484,0,1,189.95,4,16,116,0.34966372426158,1,"3531",18.2478771497799
19486,0,1,411,6,36,114,0.454843389743191,1,"3532",22.9595782459774
19488,0,0,72,2,4,388,0.282841009627412,1,"4046",8.91437644010614
19491,0,1,27.5,3,9,155,0.280992607413691,1,"3533",15.0299769831669
19492,0,1,19.95,1,1,190,0.265092402864153,1,"3534",12.750605807663
19493,0,0,167.95,5,25,116,0.347042615775411,1,"4458",15.8031973116633
19495,29,1,10,1,1,406,0.254810237357054,1,"3535",9.68452500217599
19497,0,1,168.95,6,36,147,0.35205984162906,1,"3536",19.4199456959651
19498,0,1,39.5,2,4,140,0.279716620797791,1,"3537",14.5360436346689
19499,0,1,166,7,49,109,0.357836948484421,1,"3538",21.3241923760322
19500,0,1,96,3,9,25,0.3104463889102,1,"3540",18.1653219862866
19501,0,1,279.85,9,81,39,0.41819876837804,1,"3541",27.0018066809553
19502,1005.45,1,399.9,12,144,33,0.483920068038922,1,"3542",33.2332314335043
19503,18.5,1,236.5,6,36,37,0.383791315628962,1,"3543",22.7416258054191
19504,0,1,459,12,144,20,0.510298431429484,1,"3544",34.6439038098512
19505,0,0,256.5,5,25,61,0.385089225249605,1,"546",17.7079464994487
19506,0,0,88,1,1,108,0.291738720889883,1,"663",12.0378968865593
19507,0,1,234.5,8,64,28,0.394407086055166,1,"3545",25.3970604608453
19508,0,1,19.5,1,1,107,0.267645588779472,1,"3546",14.0873922503773
19509,0,1,59,1,1,62,0.282924502511051,1,"3547",15.2048714466058
19511,0,1,30,1,1,105,0.27132676071604,1,"3548",14.2082407951563
19512,0,1,79,1,1,105,0.288599498061425,1,"3549",14.6209408080392
19516,69,1,61,2,4,105,0.288553312442834,1,"3550",15.3394265209903
19517,0,0,44,1,1,104,0.276228512238564,1,"181",11.7794888039074
19519,0,0,250,6,36,50,0.388875003973111,1,"8544",18.8671914331963
19520,19.5,1,245.5,6,36,83,0.385700335360513,1,"3552",21.7345018394962
19522,44,1,88,2,4,104,0.298379177702381,1,"3553",15.5983710009398
19525,0,0,163,3,9,104,0.333137520201919,1,"7842",14.2510358055186
19526,0,1,83,2,4,104,0.296551550141763,1,"3554",15.553527048548
19527,0,1,118,2,4,104,0.309479236523634,1,"3555",15.8696335467735
19528,0,1,129,4,16,103,0.326302654293698,1,"3556",17.89904236386
19530,29.5,1,95,5,25,33,0.321735274015734,1,"3557",20.0718839047323
19531,87.48,0,237.5,8,64,66,0.394145618476907,1,"1181",20.4702174498431
19535,88,1,49,1,1,107,0.277879903199075,1,"3558",14.3329945135341
19536,0,0,59,2,4,28,0.290477170213845,1,"2271",13.843578776296
19540,0,0,138,3,9,110,0.323275936743681,1,"3494",13.9433204595776
19542,0,1,252.5,3,9,18,0.372120434348407,1,"3559",19.9651995940868
19543,0,1,94,2,4,394,0.290504762056321,1,"3560",11.0253048001912
19545,0,0,231,5,25,23,0.37607019875101,1,"8868",18.2288496110433
19548,0,0,99,1,1,212,0.29212789443039,1,"4039",10.6512256822637
19549,62.95,1,179.25,4,16,105,0.345835151118679,1,"3561",18.3670540379973
19550,127,0,243,8,64,222,0.390232445586353,1,"6066",17.2184014064137
19551,0,0,68,2,4,107,0.291004443638119,1,"8878",12.6517185766621
19552,39,0,518,11,121,13,0.5321364815746,1,"8957",29.134758604189
19553,0,1,223,4,16,52,0.365393918754016,1,"3563",19.9716324136734
19554,0,1,278.5,8,64,109,0.409657181413199,1,"3564",23.8401353900972
19555,0,0,257,3,9,230,0.36571542128456,1,"319",12.948502774789
19556,0,1,317,3,9,110,0.395161128494255,1,"3565",18.659154094182
19557,0,0,384.25,19,361,106,0.493405788874606,1,"5803",35.543107598261
19558,175,0,2023.45,42,1764,30,0.931549427314962,1,"5812",142.838351607516
19559,0,0,49,2,4,31,0.286783104395773,1,"4966",13.712855960062
19561,0,0,139,1,1,48,0.312654894652917,1,"2178",13.3507544507452
19562,0,1,301,6,36,50,0.410272386716614,1,"3566",23.2068019816519
19563,0,1,446.9,5,25,716,0.439229020428105,1,"3567",10.9966700517192
19564,0,0,163,4,16,110,0.339246353319061,1,"151",14.992504995716
19566,0,1,122,4,16,378,0.313652958970347,1,"3568",12.9007480962141
19568,107.45,0,674,13,169,67,0.604634001181893,1,"8170",32.7019058060266
19569,0,1,86,2,4,310,0.290510249355477,1,"3569",12.1725899929934
19570,0,0,248.65,13,169,1,0.423565653377544,1,"6560",28.2795731333161
19571,69,1,364.5,6,36,24,0.438455602773886,1,"3570",24.6753495732506
19572,0,1,78,1,1,532,0.273843228302473,1,"3571",8.59632156425884
19574,0,0,937.75,23,529,26,0.724656660734054,1,"1714",57.3335844039382
19576,0,0,225,5,25,7,0.374236097604449,1,"7405",18.5005359235352
19577,0,1,575,7,49,128,0.531818426726446,1,"3572",25.9409756292768
19578,0,0,261.5,7,49,9,0.40106345524462,1,"6947",20.9614294247907
19581,0,1,94.9,2,4,489,0.28757008793681,1,"3573",9.78696943854213
19582,0,0,280,7,49,424,0.392231871103635,1,"356",13.1115878074
19584,0,1,312,4,16,697,0.376599306151295,1,"3574",9.74596322205798
19586,0,1,175.5,3,9,652,0.317859810800229,1,"3575",8.8981179465529
19587,0,1,221.5,8,64,25,0.389108292092897,1,"3576",25.3060135954605
19588,0,1,574,19,361,45,0.578274508648224,1,"3577",47.864411158507
19590,0,1,44,1,1,107,0.27612842162462,1,"3579",14.2911237379634
19592,0,1,948,2,4,107,0.656716790698736,1,"3580",24.9249281055215
19594,0,1,124,2,4,391,0.301543181274708,1,"3581",11.2716450803498
19595,287.85,0,210.5,7,49,27,0.379129603720947,1,"5246",19.9837879285665
19596,0,0,222.5,12,144,107,0.404443875241847,1,"3919",23.7833581153329
19597,0,0,281.5,7,49,20,0.40905099890389,1,"5580",20.9344914101104
